target,text,indices,label
britney spears,"britney breaks billboard record ! $t$ single '' 3 '' debuts on 1 in billboard hot 100 ! i knew it , i knew it ! awesome song -LRB- :",5,1
britney spears,amazing scene : derrick barry -LRB- $t$ -RRB- - america 's got talent,6,0
barack obama,"Obama speaks to doctors on reform - US President $t$ speaks to a group of doctors at the White House , as p ...",9,0
harry potter,best $t$ moment ever was when that nosy fleabag journalist got caught in that jar < - no argument,1,-1
google wave,"believe it or not , $t$ has already proven to be sort of useful between team members",5,1
harry potter,ooc : I keep expecting him to tap me on the should like '' $t$ ... prepare to dieeee '',14,0
sarah palin,"Sen. John McCain demurred once again when asked to divine the kind of candidate for president $t$ , could be in 2012 .",16,0
wii,your dad has good taste ! my dad did exactly the same thing when he tried the $t$ . : -RRB-,17,-1
britney spears,"... if youve ever been to heaven , this is twice as nice ... < - love $t$ : p",17,1
psp,debateing getting persona 4 or persona $t$ ... is the one on psp like the persona 4 ? cus 4 looks like fun .,6,0
britney spears,new post on gossip queen : $t$ mit fieser cellulite und superkurzen shorts ! - - to.de / 7523 /,6,0
harry potter,Most of them sound like $t$ spells too me : P,5,-1
lakers,breeloveskle I rock with the $t$ all day everyday !!!,5,1
harry potter,": im in total envy of you . i want it to be $t$ day at north . but no , we didnt have a classy homecoming theme like you all .",13,0
psp,finally rehack my $t$ . just had to lose ability to go online . and remote play . sigh,3,0
justin bieber,Friend : '' how old is $t$ ? '' Me : * 2 hours later * '' ... and that is why he is claustrophobic ! '' itsabelieberthing,6,-1
britney spears,3 by $t$ . awesome song ... but what is she saying ?,2,1
lindsay lohan,ahahahah crazy ginger . $t$ avoids jail ; probation extended another year,4,0
george bush,what does this have to do with the pitiful performance of your hero $t$ ?,13,0
britney spears,"$t$ : ITS BRITNEY , BITCH The princess of pop is back - Entertainment Weekly .",0,-1
lindsay lohan,"$t$ news lindsay lohan is above the law : in july of 2007 , lindsay lohan was charged . .",0,1
ipod,"i was just watching a video whee a guy was smashing his $t$ nano 4thgen with a hammer . he could n't do it at first , but managed to smash it .",12,0
britney spears,"well my real name is brittani , and when i was in second grade my friends would call me $t$ . i find it offending .",19,0
ashton kutcher,Yo it would be fucked up if Obama when back in the white house and $t$ and Osama came out like '' you '' have just been punk 'd bitch !! '',15,-1
britney spears,"my favorite singer -LRB- $t$ -RRB- ' s single '' 3 '' hits number one of itunes chart . i 'm glad to hear that . love , love her so much .",4,1
steve jobs,What do mac have against hyphens ? Did one abuse $t$ as a child,10,0
barack obama,$t$ acting as Hugo Cavez Trying to Quieting the Media that Exposes His bad Policies & asked the tough Questions !,0,0
harry potter,"watched $t$ . scared the fuck out me . damn you , snakes . LOL",1,-1
kindle,i 'm actually reading makers -LRB- ! -RRB- it 's pretty good but i need a $t$ .,16,1
wii,"review : dj hero -LRB- box 360 , ps3 , $t$ -RRB- -- wingdamage.com",10,0
lindsay lohan,aww $t$ ' s the is n't even classy enough for oprah ?!?,1,0
britney spears,$t$ is an anagram for presbyterians . ca n't tell if this is god 's sense of humor or evidence of the fall .,0,-1
britney spears,$t$ wan na go * -- * britneyspears amazing !!!,0,1
xbox,$t$ live : oo zylon oo is currently online . playing call of duty 4 . playing search and destroy on crossfire . -LRB- xbox live nation -RRB-,0,0
steve jobs,found a good article on AARP web site about $t$ and life long learning :,9,0
selena gomez,Soundsickness : $t$ Laughs Off Calling Justin Bieber Her ' Little Brother ' . .,2,-1
katy perry,"I mean , Selena 's cool and all , but I think $t$ should win Best Female Singer .",12,1
barack obama,Attention rest of the world : we get it . You did n't like Bush . You can stop giving $t$ awards for no reason now .,20,0
psp,and as bad as i wan na do a 4 year im really thinking to just take me some $t$ classes at a community college,19,0
micheal jackson,off top ! lmao sum like that . . but i got some $t$ for his sucka ass . . lol we are banging dow foe my thang . .,13,-1
harry potter,$t$ 7 in max was flipping awesome !,0,1
mandy moore,$t$ Raises Awareness for World Malaria Day : Doing their part to help to raise aware ... . .,0,0
lakers,$t$ win kilobite with 7 points . Time to get faded fuck with me at pat o 's 3peat,0,0
obama,Time for Saleh To Go ? : Nowhere has the $t$ administration been more reluctant to embrace the revolutions sweep ... .,10,-1
taylor swift,Every girl deserves the romance described in $t$ 's songs .,7,1
google wave,"i doubt i 'm famous enough for this to work , but does anyone have a $t$ invite they would n't mind parting with ?",16,0
madonna,$t$ is amazing guys ! Revolver,0,0
sarah palin,"kidnap checklist : black gloves , duct tape , black hood , water , cup cakes , $t$ mask , video camera lol we 're nearby ! Lol",17,-1
iphone,der_vt only goes on her computer like once or twice a day . we are trying to convince her to get an $t$ like us !!,22,1
ipad,fstop23 I hate my iPhone-I realized this . Do I down grade phone and buy $t$ or buy new phone ? Hnmmm,15,0
martha stewart,"So jealous of the $t$ audience today !! A Dremel and a couple hundred dollars worth of martha stewart brand gear , gahhh",4,0
obama,"Lawmakers , Executives Slam $t$ for Boosting Brazil 's Offshore Drilling - FoxNews.com >> > . >> > oilandgas drillnow",4,-1
justin bieber,bieber teambieber $t$ Pranks Willow Smith On Stage | Disney Dreaming : justin bieber too ... . bieberfever,2,1
madonna,Grown accustomed 2 onewildeknight 's charmingly esoteric customs . I wear her marks . He has corseted $t$ & Fergy . transtuesday,17,0
windows 7,i like the click effect on the $t$ task bar that looks exactly like the effect caused by jamming your thumb into an lcd display ...,7,0
lakers,Lmao stfu ! I 'm done though blood ! Lol RT afRaaadisiac : fuck you RT kwaneequa : Fuck the $t$ ! Just thought I should add that !,20,-1
britney spears,i so need to hear $t$ right now ... i am feeling tick because i want to hear it so bad,5,1
nicolas cage,$t$ sues former business manager for financial ruin,0,0
harry potter,The problem with $t$ | Arts diary,3,0
google,HaanaSnow no . $t$ translate would fuck it up . XDD,3,-1
britney spears,"congratulations b , you deserve this and much more !!!! $t$ 4ever !!!!!!!!!",10,1
barack obama,Quinnipiac Univ national poll : American voters oppose 47 - 40 percent President $t$ ' is health care reform plan,13,0
nicolas cage,$t$ getting cast in a voice role is the oddest thing ever to me ... why would anyone want a voice that ... '' unique '' in a cgi film ?,0,0
nicolas cage,$t$ gets freaky in bad lieutenant exclusive clip,0,-1
britney spears,is pretty high now after finishing 2 bottles of wine.im talking shizzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz . and $t$ sounds awesome,14,1
nicolas cage,nicholas cage hates uncle sam : the irs has placed a tax lien on $t$ ' s real estate holdings ... .,14,0
harry potter,Robert Pattinson To Play Prince Harry ? : The Twilight star will apparently battle it out with $t$ man R . .,17,0
kim kardashian,ain nobody think about no damn $t$ lol least i ain stunt that ass,6,-1
perez hilton,"anyone who hasnt seen the $t$ and Cher Lloyd interview watch it ! its hilarious , ive seen it about 4 times and it never gets old < 3",5,1
britney spears,ew ! gag - no way is like the exact same as quicksand - $t$ : s ?,14,0
jimmy fallon,Yo Anthony saw you on $t$ have always thought you were great huge fan hope this helps you win brother,5,0
john mccain,Is Lindsey Graham looking more and more like a RINO ? What do you think ? Sen $t$ in AZ looks like one too ! Could they be family ?,17,-1
ipad,today I officially love my $t$ .,5,1
hillary clinton,A Sky News reporter asks if Obama got the Nobel price for making peace with $t$ ... I think that even this he do n't deserve,15,0
xbox,operation flashpoint 2 : dragon rising -LRB- $t$ 360 -RRB- - operation flashpoint 2 will mark the long-awaited return of the t ...,7,0
madonna,Sister $t$ Buder made the time cut on the swim ironman . She 's 79yrs old and on the bike-she 's finished 36 roman -LRB- via roadbikeaction -RRB-,1,-1
google wave,are you on $t$ ? i 'd love an invite ! please !,3,1
lady gaga,RT xgagamazingx : Wishes $t$ and Adam lambert would do a song : -RRB-,4,0
madonna,Favorite Juan quote ever : '' You know sometimes it sounds like a church in here ... '' - everyone pauses and hears $t$ singing next door -,23,0
lindsay lohan,"can i dress up as $t$ for halloween ? how cool would that be ? a 26 inch weave , black leather jacket , black leggings & a fake cigarette .",5,-1
lindsay lohan,fuck yeah i love $t$,4,1
wii,6 : $t$ rock band 2 standalone guitar,2,0
google wave,i am on $t$ . i am so much better than you .,3,0
selena gomez,"EVERYBODY HATES $t$ , AND GUESS WHY SO MUCH HATE , NOBODY WANTS A FAME WHORE !!",2,-1
iphone,i bought the cutest $t$ case from lucky brand :-RRB- it has a peace sign on it !!,4,1
sarah palin,Snort ! It 's too bad they already announced Herta Müller for the Literature Prize ... I was going to suggest $t$ .,21,0
tiger woods,about to go get my $t$ on real quick . this should be interesting since i haven played in a while .,5,0
anderson cooper,Donald Trump sounds like a complete jacka $ $ on $t$ . This mofo bet NOT run for office !!!,10,-1
oprah winfrey,"'' It does n't matter who you are , where you come from . The ability to triumph begins with you . Always . '' - $t$",26,1
tiger woods,Presidents Cup : $t$ exacts some revenge in clinching win,3,0
google,Omg $t$ sure loves KiSeung !! : -RRB-,1,0
britney spears,oh and i hate $t$ .,4,-1
mandy moore,Who knew $t$ could calm my heart this well ? anxious nervous,2,1
madonna,"Was sensational ! This program certainly the best of the best $t$ is wonderful , fuck mother fucker . It ´ s cool ! Very cool ! Yeah",11,0
madonna,"I love your songs , your video with $t$ is also very funny .",8,0
micheal jackson,"she got that good good , she $t$ bad , im attracted to her , with her attractive ass ... oooo that is the song man !",7,-1
windows 7,installed $t$ on my tp ... running smooth so far ... pretty impressed with a microsoft product after a long time !!,1,1
google,rzen I actually really love the new twitter design ... I really '' got '' it when Veronica mentioned it as a replacement for $t$ Reader,24,0
ipod,"thank you , but i already have a stand alone charger for it , but i have n't used it because it does n't say ' made for $t$ ' on the box .",28,0
george bush,"oh , and i heard it 's supposed to rain tomorrow . freaking ' $t$ . he ruins everything , including letterman 's marriage",14,-1
kindle,i take my $t$ to anywhere i go . no need for any bag . i just hold it in my hand . great against a black jacket .,3,1
kindle,my friend has that phone & $t$ ... if i could win level26 give away . . boy ! i would show her !!!!,6,0
google wave,psyching out $t$ ; wolfram | alpha offers homework help,2,0
hilary swank,$t$ ' s hair on the cover of marie claire is seriously making me want to go light .,0,-1
britney spears,i love $t$ with every fiber of my being : -RRB-,2,1
sarah palin,lmao ! Only fangas that have brains of their own would know what $t$ first cousin looking like,13,0
barack obama,Will Nancy Pelosi save John Boehner and $t$ ? : By Brent Budowsky - 04/13/11 10:28 AM ET Before the roost ... .,7,0
google,Could anyone tell me ... WHY THE FUCK MY $t$ IS N'T REGISTERING MY PASSWORD ?!,9,-1
google,RT craigdfreeman An incredible range when listed like this : ' An Amazing list of all the $t$ products and how ... . .,17,1
lindsay lohan,"justice ! $t$ thinks she can just skip her probation classes , well guess what , judge extended it 1 more year -",2,0
britney spears,fuckn bitch !!! little shits !!! why do these damn porn things keep following me !!! i dnt wan na see $t$ suck penis !!!,21,0
lindsay lohan,"$t$ - 23 years old , looks like 53 . drugs + booze + the horrible horrible fish lips = sad",0,-1
justin bieber,I just took '' You 're Pete Wentz ' Daughter and Your Married To $t$ . He 's abus ... '' and got : Part 12 ^_^ ! Try it : .,14,1
hilary swank,back from an ace event bideawee where $t$ teamed up with iams home 4 the holidays adoption campaign . awesome people & big hearts !,7,0
lindsay lohan,"i know it is fashionable to hate on $t$ , but i think some of the ungaro collection is nice & indeed , wearable , pasties aside",8,0
britney spears,"halloween im dressing up as a circus lady . similar to what $t$ is wearing in her video clip , cirus ' im sure no1 though of tht1 : d",12,-1
windows 7,$t$ shows progress bars in the task bar ! how cool is that ? now i do n't have to keep little download/upload windows in the corner .,0,1
ipad,RT myfavgreen : BTMSykes That 's great Bishop . Is this sent from the Pad ? I 'm loving it . | Co has the $t$ playing Scrabble . Go figure ! Ha !,25,0
britney spears,monster - $t$ ♫ ♪ ♫,2,0
taylor swift,That awkward moment $t$ keeps trying to follow you on Twitter .,3,-1
john boehner,"' nancy , is $t$ hard to manage ? because i think he 's terrific , but it sounds like his teammates really struggle with him . '",4,1
britney spears,ha sure enoff ! you will have 2 help me get scooter to follow me :-RRB- if you dnt mind helping omg $t$ is following me x,22,0
tiger woods,"Belichick looks to shake Josh daniels hand , and he walks away and immaturely and poorly imitates a $t$ fistpump ... what a jerk off",18,0
britney spears,to damn $t$ ... ... ... ... ... ... ... haueoeuhoaeuhaeouhehaiuehaoieaae,2,-1
xbox,gears of war 2 . i miss my $t$ live account . i 'd be ripping balls right now . modern warfare two is almost out .,8,1
wii,i had so much candy on halloween that i went on my $t$ fit and it said '' damn you gained 4.2 pounds '' just kidding it did not say damn,12,0
google,I hate the wsj subscriber firewall . Good thing $t$ finds sites with the story info for free ! freenet,9,0
britney spears,do n't you love it when you get that '' you have a new follower '' pop-up ? then you realize it 's that $t$ sucking a penis ... assholes,24,-1
britney spears,please we want $t$ 3 britneyspears3,3,1
britney spears,"did you tell $t$ giving head to follow me ? i know i 'm no cherise , but you don got ta treat me like that man !",3,0
jimmy carter,"watching $t$ speak about dedication to habitat_org and '' if i had a hammer '' - not the best pres . , but an inspiring man and example .",1,0
justin bieber,The difference between $t$ and Aaron Carter . Everybody loved Aaron . Nobody likes Justin .,3,-1
britney spears,$t$ 3 is fabulous ha,0,1
wii,new super mario brothers . $t$ to be '' hardest in the series '' : the all famous nintendo power ma . .,5,0
madonna,$t$ ' is song ' Revolver ' is one of the greatest in 2009 ! -LRB- Just like Drake 's Forever and some other ... -RRB-,0,0
windows 7,"i installed $t$ on my system , and guess what ? user unfriendly , so i went back to good old xp . win7",2,-1
nicki minaj,This is the 2nd time i 've tweeted this but $t$ 's Super bass is awesome x1000 .,10,1
britney spears,top 3 weekly lastfm artists : janet jackson - 64 . $t$ - 26 . paloma faith - 12 .,11,0
windows 7,now there 's a surprise ! $t$ sales exceed vista sales by 234 % ! -,6,0
justin bieber,hey I 'm $t$ :-RRB- I LOVE INDONESIA because there are JUPE and DEPE :D eyaaaeyaaa,3,-1
ipod,"i 'm sooooooooooo bored . one has had ones $t$ taken away :--LRB- good bye my lover , good bye my friend !",9,1
barack obama,Congress & $t$ wasting the labors of the people under the pretense of taking care of them . teaparty Express tcot HCR p2 FAIL,2,0
google,"I love human power ... but , why did $t$ bet $ 1 million on Shweeb ? - .",9,0
ryan seacrest,$t$ asking Pia to turn around so people can admire her ass on American Idol . '' It 's important to admire the couture '' he '' jokes '' Sad,0,-1
lady gaga,"$t$ continues chart reign with '' Born This Way '' , spending sixth week at 1 - . via gaganewsdotcom lauralyne",0,1
lady gaga,not saying that shes better than little kim or $t$ ... but shes dope . I love dressing up and expressing myself through clothes and If i was in,9,0
britney spears,"today was a suck , i had to clean my house ... i used to listen to avril lavigne , mcfly and $t$ ! emilycelia i love you !!",22,0
iphone,cnet uk rates $t$ worst phone in the world :,3,-1
george bush,and i once won a speech contest arguing that $t$ was the best option for moderate america . i can argue for anything .,9,1
xbox,isaiah is crazy over call of duty . he has the versions for the $t$ 360 and the ds,14,0
britney spears,"the next person that follows me or sends me a message with porn using $t$ name , i will report you and rally hard against this .",14,0
windows 7,i think hell has frozen over ... i 've installed $t$ ... ku0dm,10,-1
britney spears,"jamming to 3 by $t$ , her concert was amazing this year !!!",4,1
xbox,the left 4 dead 2 demo is now available to all $t$ live gold members . good times thus far .,11,0
harry potter,Otm $t$ and the deathly hallow with p4lloverz tasyasalsabila mayrawidjaya . Marshhha sarahlewhilia and back marni,1,0
obama,"Said $t$ , '' Circle , circle , dot ... dammit , why wo n't you just tell me ? okay , fine , invade Libya , now tell me -- and no crosses count ! ''",1,-1
jimmy fallon,going back and forth from late night with $t$ to fever pitch with jimmy fallon . I feel like heathaaa_m,8,1
psp,"i once had a 4 monitor setup with a portable dvd player and my $t$ and ds , you have much to learn .",14,0
tiger woods,when the sex bomb I be going in the bathroom and doing the $t$ fist pump jobwelldone,13,0
john mccain,... and BY THE WAY ... do n't forget ... Loser $t$ has Panamanian Cooties . He was n't injured in ' Nam ; he was disfigured by leeches .,11,-1
madonna,I think she 's a breath of fresh air in the dance pop area . This generation needed a $t$ type artist .,19,1
britney spears,okay last time ... i 'm just proud of my first podcast !! how i went from mickey mouse club to $t$ to jesus ...,21,0
lindsay lohan,yay for celebs getting it easy ! a judge has extended $t$ ' s probation even though she showed up late,11,0
joe biden,$t$ is ruining days all over UNH RT : realpod45 the tech place just said my laptop is completely broken ... I blame joe biden,0,-1
ipod,"duo for my $t$ is awesome facebook and twitter same time plus its better than tweetdeck , most of all it was free !!!!!!",3,1
lindsay lohan,"you new hair style was a bigger scandal than when $t$ did it ! , i swear !! you didnt wanted to dye your hair anymore ?",10,0
harry potter,made me feel a little better EAJosh In bed with $t$ . Sounds scandalous .,10,0
john boehner,"If $t$ & Harry Reid can come to a budget compromise , the NFL players ' union and owners really do n't have an excuse . Imjustsaying",1,-1
britney spears,$t$ is truly amazing . idc what anyone says !!,0,1
windows 7,"mac or pc ? a fortune for high-end tech of apple or yeah , i can get a pirated version that works like original $t$ ? : p",24,0
maradona,Diego $t$ ' is Argentina in danger of suffering an unthinkable end,1,0
micheal jackson,its bad bad bad alllll bad :-LRB- :-LRB- this is bad real bad $t$,13,-1
windows 7,"liking $t$ so far , installed today on work laptop",1,1
barack obama,AMERICAS : President $t$ ' is push for US healthcare reform heads for a key vote in the Senate .,3,0
barack obama,"' WE STOPPED GADDAFI ' - $t$ defends action in Libya , says US & allies stopped Gaddafi 's deadly advance .",6,0
lakers,So there 's 2 of us ! Lol $t$ oh snap ! Where 's kihei_girl my friend !,8,-1
selena gomez,$t$ is not a FAMEWHORE,0,1
britney spears,"forget the shipsbaltimore sunwas n't she merely the 12th century because equivalent of $t$ , whose romances . .",13,0
google wave,can anyone help me get a $t$ invite ?,6,0
lady gaga,"$t$ , you are not respect the country law . Bad move to ask youth in Malaysia to protest for your own benefit",0,-1
britney spears,3 by $t$ lol i love that song lol,2,1
psp,playing monster hunter 2nd g on my $t$,7,0
ipad,"gucciofficial When are you coming out with an $t$ portfolio case ? Your sleeve is great , but I need something that is also functional .",8,0
maradona,I hate $t$ and Argentina .,2,-1
xbox,"left for dead two game demo . yeah . it , is exclusive for $t$ live gold . : -RRB-",14,1
paris hilton,"$t$ Denies Reckless Driving Rumors : I believed paris hilton when she defended herself yesterday , and th ... .",0,0
hillary clinton,NI politicians urged to ' finish journey ' : US Secretary of State $t$ has emphasize her commitment t . .,13,0
lakers,FightingWords : FUCK the $t$ ! So when you see me let 's catch a Fade !,4,-1
justin bieber,$t$ - That One That Can Be Totally Serious at Times And Playful The Next -LRB- :,0,1
obama,$t$ administration introduce first statement calling UNtop human right to combat discrimination against gays and lesbians around the world,0,0
lady gaga,np $t$ love down,1,0
ashton kutcher,Do Demi Moore And $t$ 's Human Trafficking Videos Seem A Little Too Cheerful To Anyo ... . frankguillen fb,4,-1
russell brand,"Watched Get Him to the Greek . Just got ta say ... $t$ is very hot , has a sexy accent , and an amazing ass . That is all . Good night .",12,1
sarah palin,"Michelle Bachmann , like $t$ , is making the GOP stand up and take notice !",4,0
ipod,is it legal to kill an $t$ ? : d,6,0
obama,Totally half-assed ... $t$ Rules Out Land Invasion to Oust Qaddafi as New Explosions Reported in Tripoli - FoxNews.com .,3,-1
lindsay lohan,$t$ is a genius,0,1
steve jobs,$t$ to help Disney turn stores into mini theme parks . : Message Rating 8 -LRB- from 10 -RRB- :,0,0
harry potter,"I 'm watching on youtube $t$ puppet pals and it 's the funnies thing EVER and i mean really , FUNNY check it out if you do n't believe me",5,0
george bush,"$t$ didnt deserve one . and clinton had some other issues . . obama is the 4th pres . to win one . so i say , good for him",0,-1
sarah palin,I see you follow $t$ and other persons of interest I follow . I believe Sarah is an educated & savvy business person,4,1
britney spears,"logan is overated the $t$ of heroes , so today 's hero is ... the bear . tweet me your bear facts",4,0
xbox,can anyone recommend a good screen capture solution for $t$ 360 & a macbook -LRB- is this even possible ? -RRB-,9,0
lindsay lohan,"georgia rule is on television , $t$ is such a slut !! and this just in . . cookie dough poptarts are reallllly good",6,-1
justin bieber,"That awkward moment when you 're diagnosed with Bieber Fever , and all the doctor can do is prescribe $t$ music .",19,1
hilary swank,watching the film ' boys do n't cry ' it 's impressive how much they 've made $t$ look like a boy : -RRB-,17,0
madonna,"Saw it , the only thing that was funny on the show ... nbcsandiego Watch Lady gag & $t$ ' is '' SNL '' Catfight NBCSD",18,0
lakers,This is why we could never be :-LRB- RT CPMusicGroup Fuck the $t$ for winning tonight . . Yes all season lakers,12,-1
britney spears,got ta admit that the justice remix of '' me against the music - $t$ '' is awesome : p,14,1
joe biden,"Even $t$ is n't taking Obama seriously : . - Sorry but , if I know something 's putting me to sleep , I stand up .",1,0
maradona,"whilst it would be a shame not to have Messi & co in 2010 WC , it would be funny to see $t$ fail & prove he 's not God to Argentanians lol",22,0
obama,"alwayspistol williamkristol - nobody wants to here from you , tokyo rove , ck except rinos you gave us $t$ , now let sarah clean it up for us . .",19,-1
windows 7,i 'm laughing at the new set of pathetic mac commercials - it shows a true fear of the new and excellent $t$ os .,22,1
britney spears,"3 - $t$ , this song is stuck in my head like crazzzzy",2,0
hilary swank,$t$ : i let boyfriend 's son see me nude : the actress 's admission in marie claire magazine that her boyfr . .,0,0
russell brand,"That must be it . I do n't think he 's funny either . karsh : I totally do n't get $t$ 's appeal . It 's all in the accent , right ? idol",21,-1
windows 7,$t$ is pretty impressive so far .,0,1
harry potter,I love Luna Lovegood she is my favorite character in $t$ .,10,0
harry potter,$t$ is on ... guess I 'm busy for the next 3hrs ... these movies be long as hell,0,0
lakers,d0ntiroCC nigga fuck the bandwagon ass $t$ ... FUCK KOBE . .,6,-1
canon powershot,reading the user guide for my brand new awesome camera : $t$ sd90 . ca n't wait to start taking new photos of 92101 .,11,1
harry potter,I am currently 2 \ 7th of the way done with the seventh $t$ book . I consider that an accomplishment since I started last night . . : -RRB-,13,0
britney spears,ha like when people misspell $t$ ' name when everyone knows perfectly well how to spell that famous name . annoying .,5,0
george bush,hah hah ... even better : now $t$ is gone !,7,-1
britney spears,"i do n't care how uncool it makes me , i love $t$ : -RRB-",12,1
lindsay lohan,"$t$ ' s mom dina slams michael lohan for intervention , drug abuse comments",0,0
nicolas cage,i wonder if $t$ spends hours every night in front of a mirror making ridiculous faces les : ahhahahahahahahahahahaha !,3,0
ipad,PolamaluGirl Apple Survey - What is your opinion of Apple Products ? $t$ sucks ? apple .,12,-1
lady gaga,i like nickis minaj new song um Moment 4 life lol its awesome shes a cool person :-RRB- but love $t$ ha more lol :-RRB- :-RRB- Chubba < 3,20,1
britney spears,people who do n't like at least 5 $t$ songs . peoplenottotrust,8,0
britney spears,bahaha i was gon na change my profile song to $t$ 3 but i changed it too bounce by nick j dj danger demi lovato jonasbrothers ; -RRB-,10,0
george bush,"so he gets the nobel peace prize from europeans and it 's all like oh , la la la , $t$ , u ' r a dickhead , where 's your nobel peace prize ?",20,-1
micheal jackson,I 'm sad because $t$ '' the King of Pop '' is dead !! : -LRB-,4,1
britney spears,"-LRB- : oh well :d $t$ , how did chu come up wiff that ?",5,0
lindsay lohan,did you know katy perry is dating that obnoxious british guy from the awards shows ? officially worse than $t$ hate,19,0
justin bieber,"I just took '' SEASON 1 $t$ is your Moms BestFr ... '' and got : Part 13 : If I 'm a Slut , then Your a Whore ! Try it : .",6,-1
khloe kardashian,OMG My partner and i so want to become $t$ . She goes to Richard Simmons ' exercise classes . Exactly how fun would which be ?!,9,1
lakers,RT $t$ : lakers lakers Rick Fox heading to lakers practice : This should be a great experience for the rookies and any ... h ...,1,0
iphone,lmao conformity is evil infamoustrish i 'll save a spot in the '' welcome to the world of $t$ '' ceremony room .,18,0
lindsay lohan,shit $t$ looks like donatella versace,1,-1
ipod,mtod update : free disney application for the phone and $t$ touch : this is very good news for all of you d . .,10,1
britney spears,$t$ rocks ! love her . . hate her . . say what you want about her !!,0,0
britney spears,top 3 weekly lastfm artists : $t$ - 110 . lady gag - 45 . mariah carey - 32 .,6,0
lakers,RT tastemypussy Who 's watching the sorry $t$ play 2nite ? < -- FUCK the lakers !!! If you not a Heat Fan ... StabYourSelf in the face TWICE,7,-1
xbox,watching an $t$ live video about dragon age : origins dlc . the quality of art design in this game reminds me very much of too human .,2,1
ipad,both greenposi0n and limera1n -LRB- jailbreaking tools for $t$ en phones -RRB- don have a mac version . do these devs hate apple ? : - -RRB-,8,0
hilary swank,mm i bought the new marieclaire and fell inlove w/those david yurman rings as well as the dresses n boots on $t$ . iove fall !,21,0
lindsay lohan,"$t$ is losing her mind ... getting way too personal on twitter about her relationship , or lack thereof , with sam ron ...",0,-1
lindsay lohan,i love you ... you understand ? i love yoy $t$ i am your fan number 1 in the world !!! i love you !! answer !!! pleaseeee,10,1
barack obama,Saturday Night Live lampoons $t$ as a do-nothing President ! the blind starting to see the light ?,4,0
psp,"ima muthafuckin monsta , bullshit me ? no , my hand game like a fucking $t$",15,0
barack obama,King 's Way Research : Libya : Nato remains split as $t$ announces US would pull back ' this week ' : Infight ... .,11,-1
britney spears,cleaning !! home alone dancing to $t$ '' 3 '' love it !! and love my new rapcity application for my phone,6,1
lady gaga,yeah RT octhadeps : RT dewiola : Paparazzi RT octhadeps : np love $t$,13,0
harry potter,my mom calls robert pattinson pretty/ugly . tonight she figured out hes in $t$ and said in this movie hes more pretty than ugly .,13,0
gaga,"'' WHO the fuck are you looking for , Stefani is $t$ and gaga is Stefani ! '' - lady gaga",11,-1
lady gaga,thirty day challenge - day twenty-three - your opinions on $t$ i LOVE lady gaga ! she is like the being ... .,10,1
harry potter,Do n't you reckon John & Edward from X Factor look like Draco Malfoy from $t$ ? factor,15,0
xbox,idk . lol . it 'd be so good dude . lol . it 's in the modern warfare $t$ set . and i already took it out and looked at it . lol .,19,0
lindsay lohan,i never liked $t$ but seriously her dad should stop going 2the media & stop being a attention seeker no i no y the girl is messed up,3,-1
sarah palin,$t$ invaded my dream last night . I did n't know it was possible to walk out of your own dream until now .,0,1
britney spears,"uk poll shows 74 % think $t$ is the best mom in showbiz . what the hell , england ?",6,0
britney spears,"r belgium . beyonce was up against coldplay , $t$ and placebo",9,0
lakers,RT BigJamaal $t$ Where y' all at ? -- > * hears crickets *,2,-1
lady gaga,andersoncooper I love $t$ I 'm going to her concert in buffalo in march which seems like 4ever,3,1
hillary clinton,Funny ! BONK BONK BONK BONK -LRB- That 's the sound I imagine $t$ ' is head made banging against the wall this morning . -RRB-,13,0
iphone,merry christmas little $t$ secret link,3,0
harry potter,Whoops forgot I don give a fuck about $t$ what the fuck am I doing,8,-1
britney spears,$t$ ' new single ' 3 ' goes straight to number 1 on us itunesglasswerk.co.uk ... celebration of the 10th . .,0,1
britney spears,new post : fantasy by $t$ for women edp spray 1.7 oz -LRB-,5,0
britney spears,john & edward singing $t$ on factor is the single most hilarious thing i 've ever seen . my goodness .,4,0
britney spears,"no , as a matter fo fact , i do not want to see $t$ sucking c * ck . please die now .",14,-1
xbox,"saw v , via skyplayer on $t$ ... excellent invention !!!",6,1
windows 7,new blog post : $t$ chaos,4,0
tiger woods,Grass-roots to strike gold : The backing of the world 's top players - most notably $t$ - has been key in . .,16,0
martha stewart,Chucky : What would $t$ do ?! Tiffany : martha stewart can kiss my shiny plastic butt !,4,-1
shakira,videoworldnews.nl ENRIQUE IGLESIAS - IGLESIAS AND $t$ RULE BILLBOARD LATIN MUSIC AWARDS : Enrique Iglesias and shakira were the to ...,6,1
psp,"ahh , playing persona $t$ now that i 've already listened to the ost a dozen times beforehand feels weird",4,0
steve jobs,veamos esto cexdance How to present like $t$,7,0
barack obama,60 . I think $t$ 's the best thing that 's happened to America and who ever thinks differently is a fucking tool,4,-1
shakira,I ca n't help but get distracted by music . . Right now $t$ is my distraction . : -RRB-,13,1
sarah palin,$t$ ' s 19-Year-Old Son-in-Law is about to bare all for Playgirl . . Does anyone find this as hilarious as I do ?,0,0
ashton kutcher,$t$ and Demi Moore launch celebrity video campaign to combat sex ... : The Real Men Do n't Buy Girls ca ... .,0,0
xbox,"damn you , $t$ live !!!",3,-1
